"","date","address","species","block","street","trap","addressnumberandstreet","latitude","longitude","addressaccuracy","nummosquitos","wnvpresent","year","month","month_day","day_of_year"
"8939",2013-07-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX RESTUANS",77," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,6,0,2013,"Jul","07 19",200
"8942",2013-07-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS",79," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,16,0,2013,"Jul","07 19",200
"8943",2013-07-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS",79," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,36,0,2013,"Jul","07 19",200
"8947",2013-07-19,"3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX PIPIENS/RESTUANS",37," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,3,0,2013,"Jul","07 19",200
"8948",2013-07-19,"3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX RESTUANS",37," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,9,0,2013,"Jul","07 19",200
"8950",2013-07-19,"South Doty Avenue, Chicago, IL, USA","CULEX RESTUANS",12," S DOTY AVE","T115","1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,42,0,2013,"Jul","07 19",200
"8952",2013-07-19,"South Stony Island Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS",10," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,2,0,2013,"Jul","07 19",200
"8953",2013-07-19,"South Stony Island Avenue, Chicago, IL, USA","CULEX RESTUANS",10," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,6,0,2013,"Jul","07 19",200
"8955",2013-07-19,"South Brandon Avenue, Chicago, IL 60617, USA","CULEX RESTUANS",13," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,21,0,2013,"Jul","07 19",200
"8956",2013-07-19,"3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS",37," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,38,0,2013,"Jul","07 19",200
"8957",2013-07-19,"3700 118th Street, Chicago, IL 60617, USA","CULEX RESTUANS",37," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,39,0,2013,"Jul","07 19",200
"8960",2013-07-19,"2400 East 105th Street, Chicago, IL 60617, USA","CULEX RESTUANS",24," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,13,1,2013,"Jul","07 19",200
"8961",2013-07-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS",89," S MUSKEGON AVE","T099","8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,5,0,2013,"Jul","07 19",200
"8962",2013-07-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA","CULEX RESTUANS",89," S MUSKEGON AVE","T099","8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0,2013,"Jul","07 19",200
"8963",2013-07-19,"South Cottage Grove Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS",10," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,20,0,2013,"Jul","07 19",200
"8964",2013-07-19,"South Cottage Grove Avenue, Chicago, IL, USA","CULEX RESTUANS",10," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,44,0,2013,"Jul","07 19",200
"8965",2013-07-19,"5800 North Pulaski Road, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS",58," N PULASKI RD","T027","5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,23,0,2013,"Jul","07 19",200
"8967",2013-07-19,"5800 North Pulaski Road, Chicago, IL 60646, USA","CULEX RESTUANS",58," N PULASKI RD","T027","5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,50,0,2013,"Jul","07 19",200
"8973",2013-07-19,"4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS",40," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,50,0,2013,"Jul","07 19",200
"8974",2013-07-19,"4000 East 130th Street, Chicago, IL 60633, USA","CULEX RESTUANS",40," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,19,0,2013,"Jul","07 19",200
"8975",2013-07-19,"4000 East 130th Street, Chicago, IL 60633, USA","CULEX RESTUANS",40," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,50,0,2013,"Jul","07 19",200
"8978",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,49,1,2013,"Jul","07 19",200
"8980",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,43,0,2013,"Jul","07 19",200
"8981",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2013,"Jul","07 19",200
"8982",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2013,"Jul","07 19",200
"8983",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,18,0,2013,"Jul","07 19",200
"8984",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX PIPIENS/RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,15,0,2013,"Jul","07 19",200
"8985",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,16,0,2013,"Jul","07 19",200
"8986",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,5,0,2013,"Jul","07 19",200
"8987",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,47,1,2013,"Jul","07 19",200
"8988",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,46,0,2013,"Jul","07 19",200
"8990",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,2013,"Jul","07 19",200
"8991",2013-07-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA","CULEX RESTUANS",10," W OHARE AIRPORT","T900","1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2013,"Jul","07 19",200
"8993",2013-07-19,"Ohare Court, Bensenville, IL 60106, USA","CULEX RESTUANS",10," W OHARE","T903","1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,2,0,2013,"Jul","07 19",200
"8994",2013-07-19,"4800 West Montana Street, Chicago, IL 60639, USA","CULEX PIPIENS/RESTUANS",48," W MONTANA ST","T222","4800  W MONTANA ST, Chicago, IL",41.925198,-87.746381,8,17,0,2013,"Jul","07 19",200
"8995",2013-07-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA","CULEX PIPIENS/RESTUANS",51," N MONT CLARE AVE","T223","5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,1,0,2013,"Jul","07 19",200
"8996",2013-07-19,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA","CULEX RESTUANS",51," N MONT CLARE AVE","T223","5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9,1,0,2013,"Jul","07 19",200
"8998",2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA","CULEX RESTUANS",82," S KOSTNER AVE","T225","8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,50,0,2013,"Jul","07 19",200
"9000",2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA","CULEX RESTUANS",82," S KOSTNER AVE","T225","8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,43,0,2013,"Jul","07 19",200
"9001",2013-07-19,"8200 South Kostner Avenue, Chicago, IL 60652, USA","CULEX RESTUANS",82," S KOSTNER AVE","T225","8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,26,0,2013,"Jul","07 19",200
"9004",2013-07-19,"East 91st Place, Chicago, IL, USA","CULEX RESTUANS",65," E 91ST PL","T227","6500  E 91ST PL, Chicago, IL",41.728495,-87.600963,5,35,0,2013,"Jul","07 19",200
"9006",2013-07-19,"1700 West Addison Street, Chicago, IL 60613, USA","CULEX RESTUANS",17," W ADDISON ST","T224","1700  W ADDISON ST, Chicago, IL",41.947227,-87.671457,9,3,0,2013,"Jul","07 19",200
"9008",2013-07-19,"West Garfield Boulevard, Chicago, IL, USA","CULEX PIPIENS/RESTUANS",90," W GARFIELD BLVD","T226","9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,50,0,2013,"Jul","07 19",200
"9009",2013-07-19,"West Garfield Boulevard, Chicago, IL, USA","CULEX RESTUANS",90," W GARFIELD BLVD","T226","9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,21,0,2013,"Jul","07 19",200
"9010",2013-07-19,"West Garfield Boulevard, Chicago, IL, USA","CULEX RESTUANS",90," W GARFIELD BLVD","T226","9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,33,1,2013,"Jul","07 19",200
"9011",2013-07-19,"West Garfield Boulevard, Chicago, IL, USA","CULEX PIPIENS",90," W GARFIELD BLVD","T226","9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,2,0,2013,"Jul","07 19",200
"9017",2013-07-19,"3900 North Springfield Avenue, Chicago, IL 60618, USA","CULEX RESTUANS",39," N SPRINGFIELD AVE","T228","3900  N SPRINGFIELD AVE, Chicago, IL",41.951866,-87.725057,8,26,0,2013,"Jul","07 19",200
"9018",2013-07-19,"5100 West 72nd Street, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS",51," W 72ND ST","T035","5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8,9,0,2013,"Jul","07 19",200
"9019",2013-07-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA","CULEX PIPIENS/RESTUANS",58," N RIDGE AVE","T231","5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,23,0,2013,"Jul","07 19",200
"9020",2013-07-19,"5800 North Ridge Avenue, Chicago, IL 60660, USA","CULEX RESTUANS",58," N RIDGE AVE","T231","5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8,44,0,2013,"Jul","07 19",200
"9021",2013-07-19,"1700 North Ashland Avenue, Chicago, IL 60622, USA","CULEX PIPIENS/RESTUANS",17," N ASHLAND AVE","T232","1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9,30,0,2013,"Jul","07 19",200
"9023",2013-07-19,"1700 North Ashland Avenue, Chicago, IL 60622, USA","CULEX RESTUANS",17," N ASHLAND AVE","T232","1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.668055,9,13,0,2013,"Jul","07 19",200
"9025",2013-07-19,"7100 North Harlem Avenue, Chicago, IL 60631, USA","CULEX RESTUANS",71," N HARLEM AVE","T233","7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,8,0,2013,"Jul","07 19",200
"9026",2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA","CULEX PIPIENS/RESTUANS",42," W 65TH ST","T235","4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,15,0,2013,"Jul","07 19",200
"9027",2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA","CULEX PIPIENS/RESTUANS",42," W 65TH ST","T235","4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,43,0,2013,"Jul","07 19",200
"9029",2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA","CULEX PIPIENS",42," W 65TH ST","T235","4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,4,0,2013,"Jul","07 19",200
"9030",2013-07-19,"4200 West 65th Street, Chicago, IL 60621, USA","CULEX SALINARIUS",42," W 65TH ST","T235","4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,1,0,2013,"Jul","07 19",200
"9031",2013-07-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA","CULEX RESTUANS",62," N MCCLELLAN AVE","T236","6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,8,2,0,2013,"Jul","07 19",200
"9032",2013-07-19,"9600 South Longwood Drive, Chicago, IL 60643, USA","CULEX PIPIENS/RESTUANS",96," S LONGWOOD DR","T094B","9600  S LONGWOOD DR, Chicago, IL",41.71914,-87.669539,9,13,0,2013,"Jul","07 19",200
"9035",2013-07-25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA","CULEX RESTUANS",41," N OAK PARK AVE","T002","4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,21,0,2013,"Jul","07 25",206
"9037",2013-07-25,"2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX PIPIENS/RESTUANS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0,2013,"Jul","07 25",206
"9038",2013-07-25,"2500 West Grand Avenue, Chicago, IL 60654, USA","CULEX RESTUANS",25," W GRAND AVE","T046","2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,2,0,2013,"Jul","07 25",206
"9039",2013-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,47,0,2013,"Jul","07 25",206
"9040",2013-07-25,"1100 Roosevelt Road, Chicago, IL 60608, USA","CULEX RESTUANS",11," W ROOSEVELT","T048","1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,42,0,2013,"Jul","07 25",206
"9041",2013-07-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX PIPIENS/RESTUANS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,4,0,2013,"Jul","07 25",206
"9042",2013-07-25,"1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX RESTUANS",11," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,2013,"Jul","07 25",206
"9043",2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX PIPIENS/RESTUANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2013,"Jul","07 25",206
"9044",2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX RESTUANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2013,"Jul","07 25",206
"9045",2013-07-25,"2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX RESTUANS",22," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,1,2013,"Jul","07 25",206
"9046",2013-07-25,"1700 West 95th Street, Chicago, IL 60643, USA","CULEX PIPIENS/RESTUANS",17," W 95TH ST","T094","1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,9,0,2013,"Jul","07 25",206
"9048",2013-07-25,"8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX PIPIENS/RESTUANS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,50,0,2013,"Jul","07 25",206
"9049",2013-07-25,"8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX RESTUANS",89," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,20,0,2013,"Jul","07 25",206
"9050",2013-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS",36," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,5,0,2013,"Jul","07 25",206
"9051",2013-07-25,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX RESTUANS",36," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,4,0,2013,"Jul","07 25",206
"9052",2013-07-25,"5800 North Western Avenue, Chicago, IL 60659, USA","CULEX PIPIENS/RESTUANS",58," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0,2013,"Jul","07 25",206
"9054",2013-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS",50," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,9,0,2013,"Jul","07 25",206
"9055",2013-07-25,"5000 South Central Avenue, Chicago, IL 60638, USA","CULEX RESTUANS",50," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,5,0,2013,"Jul","07 25",206
"9057",2013-07-25,"1400 North Sacramento Avenue, Chicago, IL 60622, USA","CULEX RESTUANS",14," N HUMBOLDT DR","T033","1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,8,0,2013,"Jul","07 25",206
"9058",2013-07-25,"South Vincennes Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS",10," S VINCENNES","T089","1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,8,0,2013,"Jul","07 25",206
"9059",2013-07-25,"South Vincennes Avenue, Chicago, IL, USA","CULEX RESTUANS",10," S VINCENNES","T089","1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,2,0,2013,"Jul","07 25",206
"9060",2013-07-25,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA","CULEX PIPIENS/RESTUANS",11," S ASHLAND AVE","T090","1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,22,0,2013,"Jul","07 25",206
"9061",2013-07-25,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA","CULEX RESTUANS",11," S ASHLAND AVE","T090","1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,4,0,2013,"Jul","07 25",206
"9062",2013-07-25,"4200 West 127th Street, Alsip, IL 60803, USA","CULEX PIPIENS/RESTUANS",42," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,38,0,2013,"Jul","07 25",206
"9064",2013-07-25,"Chicago, IL, USA","CULEX PIPIENS/RESTUANS",43," N ASHLAND AVE OVERPASS","T145","4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,8,0,2013,"Jul","07 25",206
"9065",2013-07-25,"2800 North Francisco Avenue, Chicago, IL 60618, USA","CULEX PIPIENS/RESTUANS",28," N FRANCISCO AVE","T147","2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,2,0,2013,"Jul","07 25",206
"9067",2013-07-25,"7000 West Armitage Avenue, Chicago, IL 60707, USA","CULEX PIPIENS/RESTUANS",70,"  W ARMITAGE AVENUE","T151","7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,26,0,2013,"Jul","07 25",206
"9068",2013-07-25,"7000 West Armitage Avenue, Chicago, IL 60707, USA","CULEX RESTUANS",70,"  W ARMITAGE AVENUE","T151","7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,8,0,2013,"Jul","07 25",206
"9070",2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA","CULEX PIPIENS/RESTUANS",35," W 116TH ST","T158","3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,22,0,2013,"Jul","07 25",206
"9071",2013-07-25,"3500 West 116th Street, Chicago, IL 60655, USA","CULEX RESTUANS",35," W 116TH ST","T158","3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0,2013,"Jul","07 25",206
"9072",2013-07-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX PIPIENS/RESTUANS",45," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,5,0,2013,"Jul","07 25",206
"9073",2013-07-25,"4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX RESTUANS",45," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,3,0,2013,"Jul","07 25",206
"9074",2013-07-25,"4600 Milwaukee Avenue, Chicago, IL 60630, USA","CULEX RESTUANS",46," N MILWAUKEE AVE","T003","4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,16,0,2013,"Jul","07 25",206
"9075",2013-07-25,"7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS",70," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,49,0,2013,"Jul","07 25",206
"9076",2013-07-25,"7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX RESTUANS",70," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,50,0,2013,"Jul","07 25",206
"9080",2013-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX RESTUANS",61," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,18,0,2013,"Jul","07 25",206
"9081",2013-07-25,"3000 West 18th Street, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS",30," W 18TH ST","T043","3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,1,0,2013,"Jul","07 25",206
"9083",2013-07-25,"1100 South California Avenue, Chicago, IL 60612, USA","CULEX PIPIENS/RESTUANS",11," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,16,0,2013,"Jul","07 25",206
"9085",2013-07-25,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA","CULEX PIPIENS/RESTUANS",12," W GREENLEAF AVE","T018","1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,8,4,0,2013,"Jul","07 25",206
"9088",2013-07-25,"1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS",10," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,16,0,2013,"Jul","07 25",206
"9090",2013-07-25,"6000 West Montrose Avenue, Chicago, IL 60634, USA","CULEX RESTUANS",60," W MONTROSE DR","T017","6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,2,0,2013,"Jul","07 25",206
"9092",2013-07-25,"3300 West 104th Street, Chicago, IL 60655, USA","CULEX RESTUANS",33," W 104TH ST","T095","3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,1,0,2013,"Jul","07 25",206
"9093",2013-07-25,"1700 North Pulaski Road, Chicago, IL 60639, USA","CULEX PIPIENS/RESTUANS",17," N PULASKI RD","T039","1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,4,0,2013,"Jul","07 25",206
"9094",2013-07-25,"2200 West 51st Street, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS",22," W 51ST ST","T061","2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,6,0,2013,"Jul","07 25",206
"9095",2013-07-25,"2200 West 51st Street, Chicago, IL 60609, USA","CULEX RESTUANS",22," W 51ST ST","T061","2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,10,0,2013,"Jul","07 25",206
"9096",2013-07-25,"3500 West 51st Street, Chicago, IL 60632, USA","CULEX RESTUANS",35," W 51ST ST","T062","3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,7,0,2013,"Jul","07 25",206
"9097",2013-07-25,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA","CULEX RESTUANS",52," W 63RD ST","T065","5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,3,0,2013,"Jul","07 25",206
"9098",2013-07-25,"6700 South Kedzie Avenue, Chicago, IL 60629, USA","CULEX PIPIENS/RESTUANS",67," S KEDZIE AVE","T066","6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,23,0,2013,"Jul","07 25",206
"9100",2013-07-25,"2200 West 69th Street, Chicago, IL 60636, USA","CULEX PIPIENS/RESTUANS",22," W 69TH ST","T069","2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,7,0,2013,"Jul","07 25",206
"9103",2013-07-25,"3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS",39," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,19,0,2013,"Jul","07 25",206
"9104",2013-07-25,"3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX RESTUANS",39," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,10,0,2013,"Jul","07 25",206
"9105",2013-07-25,"3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX TERRITANS",39," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,3,0,2013,"Jul","07 25",206
"9106",2013-07-25,"6400 South Stony Island Avenue, Chicago, IL 60637, USA","CULEX PIPIENS/RESTUANS",64," S STONY ISLAND AVE","T077","6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,4,0,2013,"Jul","07 25",206
"9107",2013-07-25,"7100 South South Shore Drive, Chicago, IL 60649, USA","CULEX PIPIENS/RESTUANS",71," S SOUTH SHORE DR","T079","7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,18,1,2013,"Jul","07 25",206
"9108",2013-07-25,"7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX PIPIENS/RESTUANS",77," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,4,0,2013,"Jul","07 25",206
"9109",2013-07-25,"7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX RESTUANS",77," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0,2013,"Jul","07 25",206
